5365.699351 	9771.253724 	6755.909544 	7880.808881 	8493.263634 	8979.617509 	11851.335717 	11367.484867 	10013.479324 	10494.978619 	11241.248013 	11857.679361 	9212.284235 	8773.730295 	10209.305374 	7728.494112 	8814.672773 	8272.311783 	7454.211283 	8543.077942 	9747.999010 	9668.888611 	9009.530859 	8327.171549 	10475.594201 	10770.463411 	10657.413337 	8980.530136 	10415.332125 	8778.744773 	7342.238963 	5530.772340 	9471.240637 	7969.208733 	11096.751697 	13002.526379 	11628.344639 	12170.293667 	12094.837235 	6000.379197 	9220.341893 	6169.171270 	9655.187886 	6756.933628 	9412.046050 	10851.770843 	10461.065749 	10595.777041 	10614.354153 	11550.156479 	11760.500527 	8635.287983 	8923.733782 	10150.957997 	8029.569069 	7789.077006 	7702.831705 	7871.051954 	8077.275560 	10121.965431 	9864.436023 	9378.848942 	7485.246810 	10961.623500 	10802.944804 	10759.589449 	9591.574382 	10550.458938 	9199.388222 	8502.870091 	7231.553969 	10800.429975 	8958.175239 	10527.749402 	13088.206953 	12055.765634 	12062.465773 	12543.454689 	14494.656108 	13023.043181 	12334.555702 	11435.566366 	12746.431325 	12532.826373 	13348.526496 	13655.364586 	12610.079102 	12082.143672 	10283.956590 	12001.742797 	12502.644239 	13624.463885 
5398.000609 	9821.215914 	6725.500289 	7859.833051 	8470.703961 	8966.299947 	11872.309903 	11379.550884 	10001.747971 	10465.575940 	11219.831248 	11859.035149 	9245.638695 	8775.962119 	10227.951154 	7735.763150 	8808.100932 	8270.675388 	7443.898674 	8557.256767 	9758.136863 	9657.886206 	9009.539645 	8335.785300 	10476.545576 	10761.481097 	10689.085555 	9007.819807 	10442.901595 	8767.600675 	7350.244226 	5543.769205 	9430.191597 	8012.910284 	11148.363074 	12981.964398 	11650.053076 	12153.299634 	12136.055691 	6035.373623 	9273.415123 	6168.457979 	9647.657607 	6781.918376 	9465.610016 	10862.619390 	10461.544702 	10581.973421 	10606.478460 	11552.310651 	11780.983263 	8678.809385 	8923.981618 	10198.766558 	8043.073787 	7800.288586 	7708.855666 	7872.525026 	8083.023985 	10107.314517 	9878.788771 	9396.862037 	7499.531098 	10933.956206 	10780.907791 	10777.052611 	9604.422840 	10589.162575 	9204.683925 	8507.742150 	7236.493131 	10797.232627 	8987.659512 	10566.861495 	13079.519814 	12067.262908 	12046.910212 	12562.580432 	14458.267008 	13053.644840 	12323.172968 	11423.521916 	12745.541333 	12476.920464 	13248.085435 	13622.377655 	12583.761826 	12070.490400 	10213.374490 	12011.431521 	12516.723592 	13733.610585 
5358.912952 	9822.453720 	6715.537736 	7832.325831 	8480.618132 	8963.909667 	11869.952434 	11379.017812 	10012.914827 	10482.979915 	11225.076827 	11905.996226 	9238.307730 	8784.377265 	10201.275860 	7740.668356 	8802.331852 	8273.370287 	7432.335569 	8546.922889 	9757.232412 	9660.223551 	8999.726807 	8324.874887 	10492.147164 	10779.534754 	10676.097506 	8990.145097 	10420.446134 	8761.963245 	7343.051550 	5532.972857 	9485.892802 	8002.203177 	11172.243286 	13001.564525 	11648.901503 	12169.868682 	12122.340492 	6014.019833 	9229.399180 	6161.420667 	9658.503714 	6762.675573 	9441.581711 	10862.584067 	10464.460079 	10598.360959 	10621.154901 	11557.235634 	11815.534019 	8674.553249 	8946.834429 	10217.729852 	8062.769881 	7794.252902 	7717.720172 	7892.240783 	8095.542242 	10115.996317 	9883.241654 	9397.023726 	7525.527244 	10969.318674 	10797.338016 	10790.799645 	9598.215136 	10610.356078 	9205.564730 	8503.104336 	7225.687085 	10773.159005 	8992.672007 	10548.386952 	13081.326402 	12075.733354 	12090.561246 	12526.713451 	14495.428242 	13058.505062 	12356.793282 	11363.200421 	12720.387299 	12559.168178 	13260.292416 	13709.490985 	12568.054122 	12088.617822 	10369.715664 	12069.185384 	12509.600387 	13578.264102 
5298.372927 	9803.605462 	6729.605586 	7811.625119 	8481.194162 	8963.338994 	11867.942313 	11384.755891 	10012.819120 	10467.404528 	11206.392105 	11872.101034 	9226.151603 	8774.171865 	10206.340260 	7731.122923 	8780.312666 	8278.049090 	7427.663565 	8519.634626 	9753.393014 	9659.664254 	8985.181323 	8303.930828 	10495.598466 	10762.300344 	10661.639817 	9004.778065 	10426.180599 	8742.289107 	7328.648668 	5531.688780 	9445.092825 	7954.690042 	11155.228989 	12976.539499 	11658.085569 	12154.430874 	12119.882210 	6027.295579 	9159.428507 	6143.183967 	9584.238031 	6732.807537 	9397.212688 	10854.017588 	10467.499321 	10635.808661 	10619.860705 	11494.543566 	11793.786303 	8684.719553 	8937.121063 	10235.604118 	8046.732981 	7777.322091 	7724.396886 	7898.962534 	8084.480207 	10106.353486 	9877.112099 	9397.742170 	7524.382239 	10982.559681 	10784.480801 	10779.567725 	9623.093696 	10628.891864 	9222.092330 	8508.651665 	7247.108497 	10811.081902 	9009.451677 	10576.115238 	13052.698011 	12061.736283 	11972.951045 	12567.076211 	14513.528975 	13089.824776 	12310.866164 	11416.389409 	12744.701547 	12529.817290 	13475.669297 	13756.067677 	12578.346447 	12086.653823 	10277.050340 	12053.893199 	12484.339973 	13587.565152 
5283.881649 	9823.988724 	6714.248128 	7848.079603 	8432.178479 	8938.914450 	11879.577055 	11383.308002 	10010.384446 	10468.778733 	11214.932107 	11899.541934 	9245.333347 	8794.604590 	10234.733733 	7754.072972 	8795.927783 	8285.180593 	7449.621986 	8543.536699 	9762.830608 	9664.300001 	9006.201401 	8303.052114 	10491.765033 	10779.560115 	10658.990315 	8985.316929 	10453.854911 	8775.827935 	7337.840836 	5536.940465 	9448.893909 	7973.180555 	11143.155220 	12969.654507 	11662.393905 	12124.448511 	12113.031421 	5967.495181 	9225.421712 	6108.449935 	9587.654821 	6748.138172 	9375.624951 	10854.571932 	10461.327772 	10625.640129 	10619.474484 	11499.056264 	11833.061688 	8665.738803 	8936.628829 	10232.320543 	8054.999105 	7785.973385 	7719.133483 	7900.454400 	8097.997975 	10116.545434 	9880.647999 	9377.247359 	7488.514251 	10968.622178 	10794.089771 	10788.976593 	9598.542187 	10606.402114 	9226.969994 	8504.288469 	7235.542432 	10788.521973 	8969.978783 	10533.881479 	13055.572168 	12088.555723 	12049.320281 	12546.074909 	14444.331628 	13001.588379 	12337.354058 	11292.730801 	12769.942217 	12586.424138 	13283.245577 	13805.380431 	12588.710524 	12008.215011 	10193.527694 	12019.246484 	12509.528170 	13602.942392 
5325.433195 	9812.513495 	6732.956187 	7885.831566 	8453.688588 	8960.348213 	11857.230858 	11377.457473 	9996.286525 	10464.535921 	11200.428405 	11879.980803 	9241.864314 	8768.102285 	10192.493912 	7742.115368 	8775.585756 	8270.637934 	7429.683988 	8549.634460 	9752.725942 	9644.202709 	8977.858693 	8284.405380 	10506.787611 	10775.011655 	10664.401485 	8988.044004 	10438.284265 	8769.832293 	7329.927470 	5540.236418 	9443.844133 	7974.462761 	11138.127898 	12989.195652 	11661.274875 	12162.067910 	12126.467838 	5990.562687 	9161.625788 	6144.443093 	9639.289310 	6746.680156 	9415.628903 	10853.317177 	10473.548274 	10629.971116 	10637.286876 	11523.046121 	11801.749335 	8670.337295 	8944.129040 	10248.709855 	8053.622445 	7781.522534 	7726.116679 	7899.601011 	8100.459536 	10103.374888 	9867.206330 	9374.330175 	7510.268192 	10979.742721 	10781.716336 	10778.736619 	9611.888887 	10635.865706 	9235.549568 	8507.238045 	7238.848258 	10817.934281 	8993.808708 	10528.305318 	13069.876601 	12076.620836 	12078.561817 	12578.377474 	14444.529241 	13051.492501 	12314.193054 	11380.229246 	12730.080573 	12584.404642 	13295.598367 	13724.140381 	12544.663375 	12017.246154 	10275.001997 	12027.246415 	12574.844370 	13596.108864 
5334.970350 	9792.511447 	6727.914415 	7908.153720 	8454.556311 	8966.989920 	11865.663722 	11391.106378 	10025.364942 	10490.758541 	11222.098558 	11908.018934 	9250.540775 	8780.342260 	10227.026800 	7735.710339 	8772.161645 	8266.877076 	7433.331260 	8571.568354 	9773.495099 	9648.123723 	8987.234273 	8281.927289 	10484.525880 	10752.024546 	10648.267306 	9003.479241 	10430.453971 	8777.481961 	7347.822085 	5541.887920 	9478.255187 	7975.056940 	11112.933651 	13016.671943 	11685.398756 	12178.839814 	12134.065922 	6038.989742 	9152.989572 	6166.787549 	9617.832699 	6767.255782 	9434.124408 	10858.983191 	10475.513866 	10621.970049 	10636.960522 	11540.643376 	11813.381412 	8671.495974 	8936.655431 	10236.539796 	8049.333294 	7785.267328 	7720.158953 	7895.336083 	8102.497063 	10111.096208 	9885.326249 	9382.198714 	7516.135891 	10978.401653 	10767.883616 	10783.539865 	9626.232598 	10551.764786 	9250.956987 	8535.958058 	7250.033754 	10810.521246 	9015.057865 	10531.843144 	13067.954917 	12053.583032 	12029.463835 	12541.111510 	14455.712116 	13061.475881 	12279.903155 	11290.549645 	12772.222681 	12532.933517 	13236.511984 	13653.373729 	12596.977730 	12029.498956 	10260.908017 	12057.504738 	12560.617974 	13544.031205 
5283.536147 	9784.220284 	6709.536223 	7841.900334 	8452.848198 	8962.916918 	11872.963894 	11384.736546 	10024.626759 	10484.089620 	11236.619698 	11921.364685 	9249.663272 	8772.718863 	10208.606139 	7737.405334 	8756.994840 	8276.029807 	7445.422858 	8555.820609 	9768.889554 	9631.083478 	8963.503865 	8302.545849 	10506.194058 	10780.075837 	10680.082547 	8982.366914 	10406.967550 	8778.104222 	7338.239854 	5523.813198 	9433.973964 	7972.390741 	11134.022296 	12995.475425 	11671.700621 	12111.998848 	12125.779645 	5977.260859 	9182.384475 	6138.198406 	9600.474080 	6705.691234 	9398.812783 	10869.787002 	10478.849723 	10603.105636 	10639.349725 	11534.663636 	11835.525773 	8685.584771 	8935.052051 	10237.392299 	8045.063876 	7765.591384 	7718.439036 	7901.941626 	8099.814563 	10104.538157 	9869.471192 	9366.525381 	7523.895645 	10966.563136 	10778.375871 	10802.559419 	9605.297530 	10609.898647 	9249.082248 	8520.157393 	7238.323004 	10809.106807 	9009.743178 	10525.816147 	13081.027018 	12097.740293 	12037.892181 	12529.624199 	14445.820103 	13020.200914 	12326.979126 	11373.551791 	12778.480025 	12485.484998 	13317.347807 	13769.547780 	12616.550751 	11986.866018 	10297.360158 	12063.768473 	12620.763408 	13578.013627 
5280.775784 	9843.561050 	6723.079453 	7823.428709 	8458.675061 	8987.131161 	11877.026530 	11386.736544 	10014.838365 	10479.649610 	11242.709393 	11926.208214 	9258.622399 	8780.238216 	10235.918625 	7745.646243 	8789.603304 	8283.906722 	7470.698748 	8567.537383 	9787.950282 	9635.512134 	8977.492045 	8301.321733 	10502.474696 	10771.430956 	10679.596957 	8990.970913 	10442.193681 	8791.338577 	7343.736825 	5542.928869 	9465.730228 	7981.357769 	11099.677157 	12987.156264 	11677.988730 	12186.476030 	12119.205014 	5983.328264 	9231.026746 	6175.470389 	9559.745331 	6732.793737 	9394.223033 	10856.126965 	10479.857922 	10633.472797 	10642.087264 	11503.034084 	11833.130674 	8693.860297 	8923.374678 	10240.719052 	8050.381628 	7776.963542 	7715.204745 	7905.770392 	8109.532784 	10135.157029 	9873.040050 	9365.328494 	7519.086950 	10997.356540 	10778.653298 	10793.135289 	9602.158861 	10581.606314 	9258.258338 	8505.938359 	7247.519798 	10823.913624 	8968.457672 	10516.067757 	13075.134354 	12095.969412 	12067.641538 	12512.784760 	14464.047600 	13018.941996 	12336.187366 	11355.373306 	12804.887454 	12561.759468 	13326.505472 	13771.186564 	12569.821006 	12043.984986 	10246.776626 	12045.669268 	12571.480558 	13648.454827 
5324.103210 	9776.561655 	6719.763557 	7895.535215 	8452.422542 	8969.994876 	11855.736991 	11383.062490 	10025.936173 	10473.018313 	11210.656890 	11912.148749 	9247.096627 	8763.850286 	10232.845014 	7734.869261 	8765.942857 	8274.434527 	7444.589733 	8594.790791 	9768.266485 	9623.011342 	8969.819497 	8290.205467 	10485.434710 	10747.105584 	10638.304393 	8987.946454 	10457.008061 	8784.346215 	7339.581603 	5545.789121 	9491.602941 	7978.275507 	11147.289730 	12992.245453 	11669.001067 	12213.047246 	12120.800123 	6067.079855 	9146.078669 	6187.108368 	9687.663261 	6743.175752 	9421.527037 	10878.809568 	10486.629408 	10595.215836 	10623.047732 	11539.533121 	11801.053312 	8682.671343 	8929.707794 	10223.602567 	8049.118164 	7779.431666 	7714.285623 	7891.532074 	8105.981508 	10116.195422 	9862.568226 	9362.476965 	7523.179846 	10991.431114 	10774.004720 	10782.527712 	9622.050664 	10608.034258 	9257.455053 	8521.003381 	7254.701279 	10833.427530 	9061.573639 	10569.845934 	13065.426427 	12070.951308 	12114.894365 	12548.381007 	14462.583125 	13096.167057 	12254.424992 	11254.661352 	12748.318370 	12452.685258 	13254.474897 	13753.990731 	12609.092172 	12036.671004 	10320.193600 	12047.697306 	12540.350448 	13646.730075 
