,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91
0,-8000.24130065635,-5539.732684268588,-6456.140602726746,-7652.893369987838,-7113.222370020917,-6203.568617886262,-5612.913223044165,-5001.515060573025,-5082.985274388801,-3382.800152117938,-4008.380931831676,-4568.079556531612,-3709.252447646781,-4522.825022228285,-5529.653651408944,-8548.701428767998,-8090.421081015732,-6422.965669886775,-6206.400339078854,-4903.234689282014,-6795.108225615572,-6179.663989826724,-7174.4680370625965,-5543.0438151082035,-4276.632586373742,-5465.14104536916,-7941.883950665177,-7064.865282958249,-7064.592844201928,-6796.378002932813,-6293.740387967119,-5663.669464731095,-6805.451250144773,-7997.055555934324,-7544.593124713032,-6511.963367574939,-6796.842326559987,-7142.652013461094,-7056.109124147575,-7493.413073645401,-5534.486666882693,-5835.891143133613,-5420.1091884487805,-6588.0928836648145,-9190.274497531787,-6871.329644602527,-5545.777875200206,-6424.497511583164,-5592.71102242731,-4082.8027342289406,-4745.283269510306,-6974.551880434169,-7311.297442414131,-6507.097305956696,-8623.16215190533,-9699.480982631787,-8923.724722095076,-7378.097571427148,-6208.355871289076,-6024.239056590152,-4857.225322804935,-3724.1658276815433,-6297.157215899092,-5059.468097109477,-4184.661454260737,-7263.079320036154,-6644.902138134414,-7378.292974204846,-7719.497728426705,-7253.771551384196,-7762.066354332768,-4925.521314686275,-5736.053121068885,-7471.813474939403,-6970.57890566521,-6655.9643168035345,-6612.269882419247,-6180.692896665793,-6356.372424665147,-5657.393251340746,-6245.774100105268,-7760.089939165308,-5490.378065608027,-7373.364614330004,-7341.490948928219,-6798.965569178256,-6109.801250394875,-5804.000038752021,-5264.754731411918,-5920.714089202057,-5391.632069330151,-7391.620593791662
1,-3224.7637737452055,-1251.1562336926204,-590.1007871918795,-1965.920543657049,-2346.605260250824,-1596.1518852221814,-1693.2627776877791,-2460.6247173510706,-477.6555262569647,1971.3736810092726,362.9097125265621,-1954.00420866258,316.99499254319903,903.1511071276772,-1201.1782322886654,-1565.7228652573635,718.7731413279027,-1803.9335505649562,-1820.9037876858124,-2209.467991214601,-276.37769115610786,-1761.5115205966722,-1789.9548961862247,-3394.565334082233,-2094.961278227155,462.21662695232874,-276.26685489016603,-1941.194247565412,-1046.90661832991,-1729.4948675959556,-2393.658057817944,-2282.040774388983,-1067.1235447053,-1600.522082709011,-731.517725274148,-240.37924369242927,2097.2879367075216,236.2097015331658,-321.3000201179287,-1329.1640850291474,-1133.5613457767147,-2336.1441484906695,-2719.6038336452393,-288.05745208597756,-1189.651535719247,-4191.4798835253405,-614.3898330109245,144.29779351663834,-720.3779327651108,1197.4729985043725,1000.7957485221884,2632.2094268919113,594.8850611024068,312.137031467565,-478.7614750946008,-1044.0703439050928,-1101.853661461135,-564.0507696698954,-934.8759063514296,-1448.5205305859897,-2529.0571638922142,-700.9172604920511,967.8532470632176,-1158.4040006006082,-801.7958247592586,1942.148614132502,-971.5462439511035,-1251.4661021055113,-1572.2138310693767,45.16276283299715,-375.45211919420683,-1767.8551596808402,-1534.0174965558947,397.24616794641776,-1065.242873347194,-108.89198598294657,-660.0203742714729,-424.6058784439445,-2026.5019184218083,-1411.4178371474518,-1134.6199652005819,-1651.2840517738603,-2733.1381204514787,-738.0919235403246,-2168.4574002067043,-3763.96423350764,-912.133484530225,-324.39181441297495,527.2977680664003,1498.9527372878918,1224.8142646580407,-152.3814896921755
2,-9176.086937732867,-7060.852618507132,-8253.169406011613,-8223.784114316677,-6518.630642239535,-7164.298663144258,-6964.68090835543,-7684.111898677395,-6011.456290491156,-5798.233703319882,-6691.927001651011,-6875.282997168514,-8605.682155429658,-8841.738290930718,-6858.004221457554,-4917.041963428595,-5907.662677377924,-5680.502755778564,-5070.370418669939,-5481.935983511148,-5224.689899005932,-6077.860791744559,-5304.230687937406,-7727.2051362307875,-7394.879028310611,-6803.2999830663875,-7081.052700362588,-7500.788464552416,-7774.099888893599,-5868.305125304307,-5120.41986652017,-6728.036445739897,-4453.663287454413,-2642.191423713735,-6143.481572610362,-7433.544291731139,-5592.375210782202,-5503.249588333629,-4995.900288280963,-5052.349914331281,-5948.184983810174,-6558.416815345384,-7708.322771644709,-7042.576757226906,-7166.857308820774,-5483.205357118996,-5783.523552197808,-6668.839817671915,-4849.613281293631,-6445.594433095555,-7992.245892579239,-5476.60616883204,-7984.99166344094,-8825.51948542789,-8549.079873684424,-6306.215270460176,-6479.66511663106,-5950.387318373441,-4735.054234385747,-5245.11085046069,-6696.513228440865,-6371.405389685096,-5685.435502017575,-6820.318009677146,-8804.968563524268,-7862.662546500474,-6930.352129598391,-7944.704895347775,-7750.443241862659,-4292.833869878301,-3817.4067075988473,-6916.22124216743,-5620.379819656376,-6371.023215469181,-7517.373647671375,-7913.603793320066,-6834.244691688963,-4568.594774897786,-6367.413008378629,-8171.464938545984,-6676.643051605462,-8018.447742392878,-8650.068617830148,-7500.809093549703,-6620.1539066153355,-6815.059053076972,-7523.504345791327,-7181.895380506464,-7660.1534030819985,-8074.073254332005,-6767.260635734975,-6635.801707628907
3,2731.8826087377206,4427.712214457874,5920.082462700538,5308.4631960804845,3509.5752552206523,4863.411740468549,6026.55541344386,5182.160399197917,3515.854952100492,5474.295713896489,4036.522232105806,2394.245921159733,4733.724884511774,6219.40221425188,4718.823377858965,4672.887580138368,5624.069700682372,5447.350583365328,2316.948387984213,4441.776744681515,6134.647997444183,5075.612301708976,2226.317249732879,3780.9102025313628,4144.440498845261,3977.4845703013634,1579.6198177424985,2657.380333915034,4194.802693089999,4029.584457478457,3588.2817648590717,4609.962622341654,3570.957510028041,5017.138265910452,4785.956381220305,5337.865618313122,4921.85790946333,5097.241355890977,4607.676964304081,3558.9709663427057,3050.102774001466,5622.8645673559395,4059.152801190704,4739.8674411789325,5807.395163535325,4584.639009447479,3652.5275053657056,1983.3797881671371,3346.351477348691,5065.793803908598,4687.025951305284,4792.201279996358,5745.571643650315,3805.1916696523217,5654.992982801747,4508.58484497703,5657.692947956662,4642.50037194609,3114.357011220758,4271.377184408062,5871.359222621007,4143.979961092171,3927.931750227998,2318.1178769923768,4791.540964850385,2575.9162432617018,2794.9722772817668,4573.215948469715,7180.59014127344,4658.272580928741,4606.532005284442,4423.36881021733,6126.1981938577765,4713.177055874238,3695.92293845461,5336.24800995099,5729.459978787734,3326.0743525318085,3864.969547891669,3689.5193890550277,4937.594802378707,5358.742386893299,5325.795321511204,5929.625918897166,4084.5297135229275,5154.969692971068,6365.0176740391635,5459.266954734897,6029.081130322444,5510.003359029666,5929.323096906601,5568.58572058227
4,630.5412756725948,3805.399673478704,3212.650030438861,1877.9775124319472,3260.018370339018,4177.480005674774,4027.889275415962,3245.2082227119104,3317.284469858328,2724.6753960370656,2475.7611636365214,4440.906320382947,3127.350607929845,1955.2274183191178,1521.425340113142,-275.2978915646513,2169.6374100714784,2749.238389935214,3308.5366623341156,2887.7455560396684,3406.0128640386442,2308.6136064776965,3063.253125087935,4246.447711717933,3874.0885406702296,2662.737631778261,3018.5915172647656,2245.2030818500457,2600.7001113849847,2219.868743178541,2527.0295093339055,285.68296937600803,1437.2981004110934,2995.3391098931565,3393.964644964314,2093.869516539586,2546.4516780029194,3007.0805405952497,3560.377631640481,560.3091893937867,402.5567766498088,3719.1886201159286,3816.5637863903994,1334.2908715671665,1690.9039091067193,1238.0356932627387,1746.7563314925235,217.19756192405455,1840.8655850769755,3570.583879868009,732.2540123807469,-706.3632809923033,2639.2589136224824,2200.4077326978277,1380.2604877911049,1285.6123557602793,2490.0043077352575,2847.6182538393655,3041.4460175525955,3117.614919153316,3083.0981298032248,2741.3712001742656,50.26087013841227,2304.9766972610028,4223.182377123623,2722.8500868058763,553.6221508774034,488.4587931360415,2017.8316380146077,269.9340316579021,1035.755950281128,3009.042439733487,2027.046180487554,1572.4553297762816,1328.9490324613403,2117.100524869113,1756.5646457022458,3395.2558573484534,1123.6626650906614,1777.764486390638,1198.9998505875324,2378.4282245684,2565.8956163606263,1504.4480393672964,-248.94099886409663,1013.9598414102527,1520.8431300751286,2750.5679104233045,2244.772255357241,3222.2182682110647,1778.8615485690716,1474.105559205891
5,-1691.2363278926039,-304.1743202010275,384.4859890685027,-565.6050616221531,162.50596221122854,845.5618363296246,-198.85090459894064,709.5640784337583,216.7022842334204,-2564.3802165265793,-2190.174668019583,-393.8992144736433,1145.171906710204,-644.2892913653395,-0.20072280621989985,-59.28855344148749,-80.96991743028806,63.157266198289264,493.6582926322212,-2232.027520203603,-2377.2700020648526,-1452.8179445286517,-2818.9895675434577,-368.1631197841748,-57.88039839147741,-104.22442116828806,935.1301874932154,-640.6509602038848,-266.51915216478176,618.2012353686179,222.82352012262353,-1983.7690695332988,-1585.2754603114847,-1071.319095141575,-830.5669901834841,-1423.9700231258316,-1117.156513838898,-2631.83667678262,-2175.0994876181667,753.1831707776959,-96.9147572589121,-802.1990746242071,1420.2900071585466,750.0304924384824,2007.876557355282,938.0416550215396,-928.5763033138813,-213.53101231164538,-1379.256407996382,-2472.1925096955442,-4005.4111149036744,-233.26957138487012,246.3480285253024,-2067.522256610746,396.6913294502635,1996.6081055165932,-449.1690036767753,-2728.9958571239645,-669.3421514109917,-284.44977105674735,-1578.571162661799,-2584.3097152896307,-454.2012931648385,453.21387890034777,-1332.4633153330624,1194.1292124854722,474.6021862115672,33.63821778609797,-1152.2192378974319,71.39040749348459,263.9072462610809,-489.8873173916501,-2205.1107125343256,-1389.6758022654947,-1739.998950112446,-1795.6996103720378,-1143.7746036909493,-39.53607295447652,212.65426851398558,467.8164384500475,-462.5427119781729,1720.4344277696819,1534.5129878518621,177.2314725145378,-1388.2939772926643,-2617.330345620359,118.76448598494355,-96.41067636481574,-2355.5404730233145,-1910.586449410419,-2678.153015053368,-1071.473500788261
6,-11456.726901746293,-9439.212944548282,-9564.869058842352,-11292.681368676307,-9834.990079051371,-9669.57545668294,-11634.614512584172,-11460.944210305066,-9934.301742668977,-8463.77522570363,-10167.98277012526,-9489.834023145333,-8127.303251573416,-8432.272960464037,-10483.178764611597,-11066.054646817527,-8450.825042608933,-9907.647770072252,-10899.418934929687,-9286.071512551265,-10175.260553390146,-10662.19240931905,-9466.812851892639,-6877.199250144978,-7846.119299380782,-8428.093715457553,-9745.36217574518,-8960.166115990782,-10476.758407393227,-10282.48976342447,-10096.413814083977,-10497.619283447599,-11357.65557684981,-8802.61846617117,-8386.048441611954,-8651.298377037307,-10317.978524290398,-9184.608598893585,-9304.120879868702,-8829.117308608922,-7988.006878921642,-8302.737433309003,-9372.702259238886,-9626.423685469555,-10884.588942743916,-9904.02044746342,-7719.753499617717,-10109.845624235006,-9788.26785155871,-7526.285159190575,-7948.708813520954,-6931.868730426696,-8706.352071981248,-7950.533980212663,-9861.164212997779,-11989.500797450535,-9832.294592647164,-7683.403562668374,-8723.243630515795,-12136.759979989178,-11511.13795144686,-8713.383044475566,-8572.174523534295,-9209.150644922755,-6933.332401488608,-9179.700216029438,-11657.149707573364,-10924.452531497087,-9114.528159592635,-9336.585964705042,-10202.91882307863,-11929.895220632463,-10066.500110495499,-9896.724892686858,-11248.499219038982,-9416.191748447518,-9111.035447192497,-9662.531042645154,-9391.619532957411,-9256.17972051816,-8352.148920446514,-11231.796707372145,-11529.973382688415,-12135.65540571347,-10876.134833257493,-11232.310511996056,-9020.27367216372,-9482.090923768214,-9514.202179590977,-9242.29571815543,-8991.157878741216,-10274.009125109566
7,6501.895555800414,9024.37376283588,9904.289966167235,8124.458020531718,6707.296349568726,9655.461549197998,8523.451463212514,9141.326675244389,10191.571246426292,10976.570393016904,10633.068314325077,10806.047415092076,9627.022394133377,9214.20362834693,9048.277334343513,9399.284264672891,8658.521359972117,8992.565900053007,9494.19814306081,8917.690738772086,10513.544171651509,9997.241087884868,10017.04362603043,12964.584718534958,10225.207607215772,8074.393307571244,8425.408609627997,9922.763498221342,9707.7371902373,9763.03299773682,9108.700919218958,9828.434664661037,9123.130022217681,8370.859408415086,11148.013019255919,9982.944338465826,11532.230299619847,10476.959671145007,8928.594749867381,10050.639793346309,7586.799966758848,7807.446260646503,9172.212338448986,6531.381646000633,6702.914030914308,8606.555227813897,10407.148306147243,10560.18596063801,8879.854983426168,9660.547833913784,10273.630255858512,6608.192900398453,6918.373815525389,9462.885773517663,7542.741669628316,7860.243884409995,8128.338700632019,8334.2802410718,9184.500525212881,7850.983250519099,9415.29934763895,8011.867217581859,9435.57894495209,9192.834636090081,7832.45300457954,7880.475778052224,9345.839564144717,8494.853321486404,9507.86719236373,8617.398683172,7648.891661493402,10183.821651854141,10203.233398129001,8732.744123859253,10017.55511860295,10119.136543934472,11365.683134913244,8751.454499189344,9836.113398491021,9218.15246129689,7076.4481332943615,8068.777196619157,7651.959307356226,8953.165350447278,10813.613022769958,9533.492531785443,10135.961674517346,11266.586880999368,10258.75925125867,10557.421002093919,10741.427002605746,9367.091847215012
8,-11026.470921067965,-10393.169748639173,-8594.052745940655,-10265.406181231725,-10161.477002717997,-8980.497528274334,-9848.334558217455,-8457.075928784298,-8164.431386098124,-10701.332623324353,-9521.576637661434,-11338.290679942334,-11170.551532874179,-9483.500392103279,-9439.208264119628,-9446.199523231722,-10883.4766351595,-8623.508519650357,-8479.15444242319,-10149.853401297434,-10757.700995138244,-9701.147358310252,-11776.193429001056,-11356.507992585317,-9237.311046911273,-8989.173563878312,-9548.893927917361,-9602.039193947117,-9346.690215597757,-9646.202817233505,-9763.770333408193,-10354.779543697057,-12240.322181941478,-10541.053422399043,-11147.012974501913,-11798.995894336591,-10388.134628660055,-9225.14810965469,-9779.725769088156,-8818.783807622945,-9979.12412323706,-8401.658118397992,-8481.045849368344,-8784.746839570049,-9351.627550228652,-9271.45846402836,-9459.554635228753,-9876.854774237352,-9859.047869265169,-8470.283034419313,-9746.027600611242,-9534.996116108374,-8864.440235543074,-9792.058913584742,-7308.701080484037,-9163.461396575874,-10687.6635712671,-9204.163483433971,-8080.361888061989,-10355.802549953109,-9279.230229522647,-8878.683389778196,-9578.656607495599,-11456.703206143868,-10315.893360032385,-9125.450861881929,-11194.169634320162,-11632.23258674214,-9478.561917556699,-9221.475926638932,-9610.1646268344,-12053.595234233957,-9081.095269479198,-10322.799670208093,-12704.044994341892,-10474.709373309403,-9515.275681828878,-10947.313687992455,-8033.128350537657,-8249.548196882675,-8796.743847365722,-8566.957427865536,-9801.617745586018,-10422.722115270168,-10844.473365471427,-11675.734304670532,-11032.861613605179,-12231.845241008194,-10630.0775862782,-8981.189595583364,-10546.32171970486,-9041.238765882124
9,-2074.7160478365804,220.44226606327385,-535.2953102139616,294.7792198402492,194.50990728539261,-1901.3108648463449,-2507.190046842987,-867.6349033025718,-922.8369312009835,-1818.7270590923188,-1144.1415946400696,-1757.0373806357627,-1942.9744337221105,-1490.187042913592,-966.5659850735534,-420.4309755063248,-436.4694944948444,77.33546463823713,-729.7838083593958,363.89844262405916,-1010.1728206880438,-372.81891525372845,-1895.0884905606388,-2803.7123717433665,-1534.6617021700547,-957.7230429348893,-2987.8830392494774,-1488.816759075071,697.2330868562108,-188.6620014575772,-2835.354987928355,1078.858260348157,1759.185346025272,-1613.8250653530004,-1308.7269534261088,-438.75263107862304,-1504.3816904102373,-676.471399208347,-1015.6885138839991,-836.010644004913,-780.2714072063599,-405.5329457534233,-1111.813265030734,-537.9632260780619,-1061.0432139105656,-1376.1920795786282,-2453.207748782807,220.7336734180891,17.496901206729213,-2197.053071659933,-2022.8021272368635,-2002.480763674599,-82.95761831844,-1173.6817996066907,-743.9678342636003,-623.622031319116,600.1690657684339,-1896.158331545811,-766.8640435555736,104.78408401126936,-871.884862149139,-2940.1988261246497,-2140.048422537899,-1920.2971021544274,-2472.6871447238377,-2811.998479919123,595.2195882873123,-1067.044328816676,-1240.762532480729,-1157.6582527803532,-380.3553525630129,-319.98481415792537,144.4125288306908,-1721.2391251194429,-1961.2793440381683,-1681.0532342240501,-1024.2079173152003,-839.7525057198626,-936.6701282905091,-2612.2807029300247,-2224.5732929754886,-2549.9863492247664,-1153.4280843337613,-526.6044869394142,539.0133111251025,127.18493655987692,-1797.5301696338493,-1363.4032882806537,-765.367682608356,10.268228867462154,-1656.5358118417653,-2598.7632321491787
